,ts_code,business_scope
66,002767.SZ,制造：计量器具(具体经营范围详见《制造计量器具许可证》)、电子计算机及其外部设备。软件开发；技术开发、技术服务、技术咨询、成果转让：智能仪表系列产品：批发、零售：本公司制造的产品，电子产品；安装与维修；从事进出口业务。
67,300826.SZ,测绘与地理信息服务，自然资源调查、评估与监测服务；软件开发及系统集成；工程勘察；交通工程检测、监测；对外承包工程；设计、制作、代理、发布国内各类广告（许可证经营项目除外）；测绘产品检测；地基基础检测；深基坑支护工程监测；变形观测、岩土测试；管道腐蚀检测；测绘仪器销售、维修；国土空间规划、风景园林、道路交通和市政工程设计与咨询；岩土工程设计；建筑设计、咨询；规划设计、咨询；石油勘探；地质灾害治理工程勘察、设计；污染场地调查评估、修复方案设计、修复工程实施、修复项目监理、修复验收、分析检测；排水防涝设施检测；管道内窥镜检测及管网信息系统开发、维护；地籍检测；地下管线探测；排水管道检测（内窥镜、 CCTV）、清疏、修复、养护；排水设施检测；水质检测； 测绘与地理信息咨询服务；物业管理；停车场管理服务；地图零售；其他印刷品印刷。（依法须经批准的项目，经相关部门批准后方可开展经营活动） 。
68,300352.SZ,计算机系统服务；数据处理；基础软件服务；应用软件服务；计算机软硬件及通信设备的研发、技术推广、技术转让、技术培训、维修、咨询、服务、销售；计算机软硬件的生产、组装；复制记录媒介(不含出版物)；技术进出口、货物进出口、代理进出口；销售计算机信息系统安全专用产品、经国家密码管理局审批并通过指定检测机构产品质量检测的商用密码产品；经国家密码管理机构批准的商用密码产品的开发；第二类增值电信业务中的信息服务业务(不含固定网电话信息服务)。(企业依法自主选择经营项目，开展经营活动，第二类增值电信业务中的信息服务业务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
69,002830.SZ,装饰装修工程的设计、施工(取得建设行政主管部门的资质证书方可经营)；企业形象设计、包装制品的设计、信息咨询(不含限制项目)；木制品和家具的研发与销售；建筑装饰材料、家居装饰品的批发和零售；国内贸易(不含专营、专控、专卖商品)；企业管理；市场营销策划；物业租赁；投资兴办实业(具体项目另行申报)。
70,300158.SZ,药品生产：原料药（比卡鲁胺、甘草酸二胺、帕米磷酸二钠、美司钠、盐酸法舒地尔、硫酸氢氯吡格雷、羟苯磺酸钙、瑞格列奈、苹果酸阿莫曲坦）、抗肿瘤类原料药（盐酸伊立替康、盐酸托泊替康、盐酸尼莫司汀、盐酸吉西他滨、雷替曲塞、奥沙利铂、依西美坦、卡莫氟、来曲唑、盐酸米托蒽醌、异环磷酰胺、硫酸长春地辛、卡培他滨、达沙替尼、硼替佐米）、小容量注射剂（含抗肿瘤药）、冻干粉针剂（含抗肿瘤药）、片剂（含抗肿瘤药）、硬胶囊剂（含抗肿瘤药）、颗粒剂、散剂、中药提取生产制造。消杀剂系列产品、卫生用品销售；食品经营：保健品（仅限分支机构经营）；新药品开发（仅限研究）；货物进出口；道路货物运输；房屋租赁； 药品检测。（依法须经批准的项目，经相关部门批准后方可开展经营活动） 。
71,002818.SZ,批发零售：装饰材料、建筑材料、灯具、金属材料（不含稀贵金属）、五金交电、日用百货、家俱；市场经营管理；企业管理服务；广告代理服务（不含气球广告）；房屋租赁；房地产开发经营；室内外装饰装修工程设计及施工。（ 依法须经批准的项目，经相关部门批准后方可开展经营活动）。
72,300751.SZ,自动化设备及仪器研发、生产、销售及维修；各类新型材料研发、生产、销售；软件开发、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或者禁止进出口的商品及技术除外）；自动化信息技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
73,002951.SZ,高档纸及纸板(新闻纸除外)、新型电容薄膜、功能性隔膜、反渗透膜、多功能膜、防伪材料、镭射膜、镭射纸、铝箔纸、铝箔卡的研发、生产、加工，销售自产产品；上述同类产品、纸张及纸制品的批发、零售、佣金代理(拍卖除外)、进出口，提供相关配套服务及相关的技术咨询、包装设计服务；网络技术开发。(涉及配额许可证管理、专项规定管理的商品按国家有关规定办理；以上经营范围不含国家法律法规限制或禁止的项目，涉及国家规定实施准入特别管理措施的除外，涉及许可证的凭相关许可证方可开展经营活动)。
74,300237.SZ,环境工程及环境修复的设计和施工；园林绿化工程施工和园林养护；节能技术及产品的研发和销售；固体废弃物处置及回收利用的相关设施的设计及运营管理；市政污水及工业废水处理项目的设计；污水处理厂的运营管理；减震橡胶制品、胶管制品及其他橡胶制品、塑料制品、机械零配件、电器机械及器材的研发、生产、销售及技术咨询服务；模具制造；金属材料、化工原料销售；出口本企业自产产品和技术，进口本企业所需的原辅材料、机械设备、仪器仪表、零部件及相关技术。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
75,300292.SZ,互联网数据产品的研发、互联网信息服务，数字营销服务；电子产品、计算机软硬件、物联网信息技术与相关产品的研发、销售，提供技术服务与系统集成；物联网信息工程、智能系统工程、电子工程的设计、施工及维护；通信设备及元器件的研发、生产与销售； 各类广告设计、制作、代理、发布，图文设计制作，企业形象策划，市场营销策划；通信业务代理、代维、运营及通信技术服务（特许经营的除外）； 自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）；实业投资。 第二类增值电信业务； （依法须经批准的项目，经相关部门批准后方可开展经营活动）
76,300729.SZ,升降桌、 升降台、 各种新型办公系统和设备、 功能家具及部件、线性驱动设备的研发、 制造、 销售； 健身器材、 新型平板电视支架、 平板电视结构模组、 显示器支架、 医疗器械（ 需专项许可的除外） 、 护理和康复设备、 车库架、 车载架、 各种新型承载装置、 精密模具及精密结构件的研发、 设计、 制造、加工、 批发和零售； 手机、 电脑、 汽车、 相机的配件及装饰件批发和零售； 工业厂房的租赁； 自营和代理货物和技术的进出口（ 不涉及国营贸易管理商品， 涉及配额、 许可证管理商品的， 按国家有关规定办理申请） 。
